Blockgroup,Average_Income(USD)
530330320111,125779.4308
530330320112,134708.2019
530330321021,141913.9785
530330321022,119166.6667
530330321023,94779.67626
530330321024,141025.3906
530330321031,108053.2787
530330321032,110998.8038
530330321033,62131.5427
530330321034,122164.751
530330321041,157581.8182
530330321042,100349.4624
530330321043,72940.36061
530330322031,121548.913
530330322032,118130.1653
530330322033,200262.0761
530330322034,153438.755
530330322071,180649.6063
530330322072,172096.519
530330322073,150258.8106
530330322081,117060.8629
530330322082,47374.79132
530330322083,95123.51327
530330322084,118321.7593
530330322085,153448.8837
530330322101,172420.8566
530330322102,154752.1127
530330322103,124412.1847
530330322111,127011.2179
530330322112,154987.785
530330322113,138137.6518
530330322121,146518.4964
530330322122,185056.6572
530330322123,193020.8333
530330322124,115294
530330322131,133082.2785
530330322132,194540.0593
530330322133,177531.5126
530330322141,199025.7353
530330322142,149767.6471
530330322143,177062.2896
530330322151,199408.4629
530330322152,210199.0899
530330323071,149184.0278
530330323072,140467.033
530330323073,116896.2433
530330323074,199950.6579
530330323075,90260.69519
530330323091,95928.14371
530330323092,100703.3639
530330323093,156038.0349
530330323111,179468.3544
530330323112,150489.4737
530330323113,144659.4684
530330323114,169867.4242
530330323115,155300.9259
530330323131,161694.9153
530330323132,112983.1144
530330323133,221435.743
530330323134,92685.66176
530330323151,160233.4152
530330323152,138207.7206
530330323153,153374.1554
530330323161,191669.5205
530330323162,170286.6541
530330323163,207292.3453
530330323164,179682.1516
530330323171,184345.4724
530330323172,163820.1161
530330323173,118386.7521
530330323174,140467.128
530330323175,179113.5734
530330323181,173217.3601
530330323182,152265.1934
530330323183,183432.0557
530330323184,167358.4071
530330323191,178534.4828
530330323192,143869.863
530330323193,66434.85005
530330323194,57083.33333
530330323201,191293.8596
530330323202,161475.9615
530330323203,182024.8288
530330323211,200708.1911
530330323212,156672.7053
530330323213,228131.3559
530330323214,222301.6827
530330323221,176543.943
530330323222,168867.1875
530330323223,161272.4551
530330323231,126309.5238
530330323232,117575.188
530330323233,213470.2259
530330323234,157995.0495
530330323241,82095.2381
530330323242,126798.913
530330323243,87642.32009
530330323244,145833.3333
530330323251,222689.0756
530330323252,104091.4867
530330323253,122153.9855
530330323261,198796.4876
530330323262,126109.3502
530330323263,206517.2956
530330323271,124740.8175
530330323272,194095.0226
530330323281,140048.0769
530330323282,133407.0122
530330323283,169930.0254
530330323291,179515.9967
530330323292,143800.7901
530330324011,78613.10592
530330324012,127666.9255
530330324013,130071.4286
530330324014,111509.2166
530330324021,129278.169
530330324022,125593.8416
530330324023,158135.9223
530330324024,71988.81789
530330325001,152347.0588
530330325002,142341.0175
530330325003,68775.65982
530330325004,111409.396
530330326011,85130.3681
530330326012,114825.4364
530330326021,147273.1755
530330326022,129094.5946
530330326023,135843.9716
530330326024,174243.5038
530330327021,122230.6397
530330327022,116563.1263
530330327023,122458.4323
530330327024,80115.17615
530330327025,139210.2273
530330327026,131272.5632
530330327031,100830.292
530330327032,77122.3565
530330327041,124819.5084
530330327042,109751.5773
530330327043,85739.24731
530330327044,42838.98305
530330328001,106259.6899
530330328002,142351.1905
530330328003,46138.29787
530339901000,0
